SALE TYPE,HOME TYPE,ADDRESS,CITY,STATE,ZIP,LIST PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,PARKING SPOTS,PARKING TYPE,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE DATE,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,RECENT REDUCTION DATE,ORIGINAL LIST PRICE,LAST SALE DATE,LAST SALE PRICE,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,ORIGINAL SOURCE,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,IS SHORT SALE
MLS Listing,Condo/Coop,3806 Mykonos 14,San Diego,CA,92130,535000,2,3.0,Carmel Valley,1202,,2002,2,Garage,7,Active,,,,,535000,2007-09-06,510000.0,http://www.redfin.com/CA/San-Diego/3806-Mykonos-Ln-92130/unit-14/home/7544426,San Diego County's Regional Multiple Listing Service (SANDICOR),160030185,Keller Williams Carmel Valley,N,Y,32.947247,-117.2293988,false
MLS Listing,Condo/Coop,12624 Carmel Country #85,San Diego,CA,92130,499000,2,3.0,Carmel Valley,1088,35813,1991,2,Garage,21,Active,2016-06-12,11:00,13:00,,499000,2013-03-19,416000.0,http://www.redfin.com/CA/San-Diego/12624-Carmel-Country-Rd-92130/unit-85/home/4454402,San Diego County's Regional Multiple Listing Service (SANDICOR),160027394,Shoreline Properties,N,Y,32.9493963,-117.2297451,false
MLS Listing,Condo/Coop,3708 Mykonos #175,San Diego,CA,92130,659900,3,3.0,Carmel Valley,1336,62444,2002,2,Garage,1,Active,,,,,659900,2014-04-30,640000.0,http://www.redfin.com/CA/San-Diego/3708-Mykonos-Ln-92130/unit-175/home/7544433,San Diego County's Regional Multiple Listing Service (SANDICOR),160031330,Realty Executives REALTORS,N,Y,32.947375,-117.229764,false
MLS Listing,Single Family Residential,3924 Arroyo Sorrento Rd,san diego,CA,92130,2400000,7,7.0,Carmel Valley,5831,43560,2004,4,Garage,1,Active,2016-06-12,12:00,16:00,,2400000,2007-02-05,2500000.0,http://www.redfin.com/CA/San-Diego/3924-Arroyo-Sorrento-Rd-92130/home/6602445,San Diego County's Regional Multiple Listing Service (SANDICOR),160031344,"Tomea, Inc.",N,Y,32.929006,-117.230659,false
MLS Listing,Single Family Residential,13292 Courtland Ter,San Diego,CA,92130,1199000,3,2.5,SD - San Diego,2402,11326,1984,2,Garage,2,Active,2016-06-11,11:00,15:00,,1199000,,,http://www.redfin.com/CA/San-Diego/13292-Courtland-Ter-92130/home/4458985,California Real Estate Technology Services (CARETS),EV16122041,"REALTY MASTERS & ASSOC., INC.",N,Y,32.958148,-117.237552,false
MLS Listing,Single Family Residential,13305 Roxton Cir,San Diego,CA,92130,1299000,4,4.0,Carmel Valley,3071,9813,1986,6,Garage,6,Active,2016-06-11,13:00,16:00,,1299000,2003-09-30,965000.0,http://www.redfin.com/CA/San-Diego/13305-Roxton-Cir-92130/home/4459852,San Diego County's Regional Multiple Listing Service (SANDICOR),160030491,Pacific Sotheby's Int'l Realty,N,Y,32.9590833,-117.2363811,false
MLS Listing,Condo/Coop,12611 El Camino Real Unit B,San Diego,CA,92130,619000,2,3.0,Carmel Valley,1351,33028,1997,2,Garage,13,Active,,,,,619000,2004-11-30,520000.0,http://www.redfin.com/CA/San-Diego/12611-El-Camino-Real-92130/unit-B/home/4516067,San Diego County's Regional Multiple Listing Service (SANDICOR),160029109,The Avenue Home Collective,N,Y,32.946723,-117.2361285,false
MLS Listing,Condo/Coop,3666 FALLON Cir,San Diego,CA,92130,647500,2,3.0,Carmel Valley,1401,,1988,4,Garage,20,Active,,,,2016-06-08,665000,2012-05-30,479000.0,http://www.redfin.com/CA/San-Diego/3666-Fallon-Cir-92130/home/4464354,San Diego County's Regional Multiple Listing Service (SANDICOR),160027629,Coldwell Banker Res. Brokerage,N,Y,32.9551239,-117.2349543,false
MLS Listing,Single Family Residential,3654 Torrey View Ct,San Diego,CA,92130,1149000,4,4.0,Carmel Valley,2541,5421,1998,3,Garage,1,Active,2016-06-11,14:00,16:00,,1149000,2004-05-05,1006000.0,http://www.redfin.com/CA/San-Diego/3654-Torrey-View-Ct-92130/home/4516283,San Diego County's Regional Multiple Listing Service (SANDICOR),160031331,Keller Williams Carmel Valley,N,Y,32.923492,-117.23612,false
MLS Listing,Townhouse,12460 Ruette Alliante,San Diego,CA,92130,728900,3,3.0,Carmel Valley,1498,,1993,2,Garage,22,Active,2016-06-12,12:30,15:30,2016-06-02,739900,2005-08-01,665000.0,http://www.redfin.com/CA/San-Diego/12460-Ruette-Alliante-92130/home/4509794,San Diego County's Regional Multiple Listing Service (SANDICOR),160026931,Century 21 United Brokers,N,Y,32.9432588,-117.2359141,false
MLS Listing,Condo/Coop,13295 Tiverton,San Diego,CA,92130,704900,3,3.0,Carmel Valley,1520,120131,1988,2,Garage,1,Active,2016-06-11,12:00,16:00,,704900,1993-01-28,190000.0,http://www.redfin.com/CA/San-Diego/13295-Tiverton-Rd-92130/home/4463878,San Diego County's Regional Multiple Listing Service (SANDICOR),160031459,Keller Williams Realty,N,Y,32.9576374,-117.2355356,false
MLS Listing,Single Family Residential,5233 Seagrove Pl,San Diego,CA,92130,1479000,5,5.0,Carmel Valley,3832,6326,1999,5,Garage,27,Active,,,,,1449000,1999-12-01,685000.0,http://www.redfin.com/CA/San-Diego/5233-Seagrove-Pl-92130/home/4480576,San Diego County's Regional Multiple Listing Service (SANDICOR),160025979,Coldwell Banker Res. Brokerage,N,Y,32.961577,-117.204607,false
MLS Listing,Single Family Residential,4909 SANDSHORE Ct,San Diego,CA,92130,1445000,5,3.0,Carmel Valley,3246,9195,1994,6,Garage,5,Active,,,,,1445000,1994-02-04,425000.0,http://www.redfin.com/CA/San-Diego/4909-Sandshore-Ct-92130/home/4479459,San Diego County's Regional Multiple Listing Service (SANDICOR),160030514,Coldwell Banker Res. Brokerage,N,Y,32.949445,-117.211334,false
MLS Listing,Single Family Residential,4849 ALMONDWOOD Way,San Diego,CA,92130,977000,4,3.0,Carmel Valley,2449,5881,1997,3,Garage,13,Active,,,,,977000,2003-10-08,790000.0,http://www.redfin.com/CA/San-Diego/4849-Almondwood-Way-92130/home/4483081,San Diego County's Regional Multiple Listing Service (SANDICOR),160029074,Coldwell Banker Res. Brokerage,N,Y,32.9455692,-117.2135353,false
MLS Listing,Single Family Residential,13259 Winstanley Way,San Diego,CA,92130,1449000,5,4.0,Carmel Valley,3150,7797,1997,6,Garage,27,Active,,,,,1449000,2000-07-10,799000.0,http://www.redfin.com/CA/San-Diego/13259-Winstanley-Way-92130/home/4483786,San Diego County's Regional Multiple Listing Service (SANDICOR),160025986,Coldwell Banker Res. Brokerage,N,Y,32.959617,-117.212258,false
MLS Listing,Single Family Residential,4715 Tarantella Ln,San Diego,CA,92130,978500,4,3.0,Carmel Valley,2492,6930,1990,6,Garage,122,Active,,,,2016-06-06,1155000,1990-07-31,392000.0,http://www.redfin.com/CA/San-Diego/4715-Tarantella-Ln-92130/home/4470740,San Diego County's Regional Multiple Listing Service (SANDICOR),160006620,Keller Williams Carmel Valley,N,Y,32.947406,-117.215109,false
MLS Listing,Single Family Residential,4715 Reedley Terrrace,San Diego,CA,92130,1449000,5,5.0,Carmel Valley,3620,,1993,6,Garage,3,Active,2016-06-12,13:30,16:00,,1449000,,,http://www.redfin.com/CA/San-Diego/4715-Reedley-Ter-92130/home/4472891,San Diego County's Regional Multiple Listing Service (SANDICOR),160030771,Pacific Sotheby's Int'l Realty,N,Y,32.9651776,-117.2155048,false
MLS Listing,Single Family Residential,4759 Sunset Hts,San Diego,CA,92130,1599999,6,5.0,Carmel Valley,3922,,2004,6,Garage,14,Active,,,,2016-06-08,16250000,2004-09-23,961000.0,http://www.redfin.com/CA/San-Diego/4759-Sunset-Heights-Ct-92130/home/6620759,San Diego County's Regional Multiple Listing Service (SANDICOR),160028797,Voit Real Estate Services,N,Y,32.95835,-117.21557,false
MLS Listing,Single Family Residential,4669 Corte Mar Del Corazon (Unable to map),San Diego,CA,92130,1169000,5,4.0,Carmel Valley,3277,6630,2000,5,Garage,1,Active,2016-06-12,13:00,16:00,,1169000,2004-06-25,1050000.0,http://www.redfin.com/CA/San-Diego/4669-Corte-Mar-De-Corazon-92130/home/6282474,San Diego County's Regional Multiple Listing Service (SANDICOR),160031167,Allison James Estates & Homes,N,Y,,,false
MLS Listing,Single Family Residential,12577 Carmel Canyon Rd,San Diego,CA,92130,939900,5,3.0,Carmel Valley,2328,,2000,4,Garage,63,Active,2016-06-11,13:00,16:00,2016-06-09,969900,2002-09-18,550000.0,http://www.redfin.com/CA/San-Diego/12577-Carmel-Canyon-Rd-92130/home/6313796,San Diego County's Regional Multiple Listing Service (SANDICOR),160018633,Frontline Realty Group,N,Y,32.9453117,-117.2149038,false
MLS Listing,Single Family Residential,4651 Dunham Way,San Diego,CA,92130,1299900,4,4.0,Carmel Valley,3377,5648,2004,3,Garage,316,Active,,,,,1299900,,,http://www.redfin.com/CA/San-Diego/4651-Dunham-Way-92130/home/6619214,San Diego County's Regional Multiple Listing Service (SANDICOR),150041505,Z Team Real Estate,N,Y,32.9575218,-117.2170315,false
MLS Listing,Single Family Residential,10612 Senda Acuario,san diego,CA,92130,1378000,7,5.0,Carmel Valley,3912,7600,2002,5,Garage,75,Active,,,,2016-05-26,1499000,2005-03-11,1350000.0,http://www.redfin.com/CA/San-Diego/10612-Senda-Acuario-92130/home/6485001,San Diego County's Regional Multiple Listing Service (SANDICOR),160016051,North County Realty Specialist,N,Y,32.9116704,-117.2226649,false
MLS Listing,Single Family Residential,4594 Campobello St,San Diego,CA,92130,1099000,5,3.0,Carmel Valley,2904,9540,1991,6,Garage,112,Active,2016-06-11,13:00,16:00,2016-06-07,1149000,1996-09-06,382500.0,http://www.redfin.com/CA/San-Diego/4594-Campobello-St-92130/home/4513037,San Diego County's Regional Multiple Listing Service (SANDICOR),160008854,Keller Williams Carmel Valley,N,Y,32.9450088,-117.2174968,false
MLS Listing,Single Family Residential,5422 Shannon Ridge Ln,San Diego,CA,92130,1747500,5,5.0,Carmel Valley,3823,6600,1998,6,Garage,94,Active,,,,2016-06-01,1799500,2004-05-19,1310000.0,http://www.redfin.com/CA/San-Diego/5422-Shannon-Ridge-Ln-92130/home/4521996,San Diego County's Regional Multiple Listing Service (SANDICOR),160012388,Carmel Valley Real Estate,N,Y,32.933352,-117.201608,false
MLS Listing,Single Family Residential,5455 Coach Ln,San Diego,CA,92130,1599000,6,4.0,Carmel Valley,4485,10169,2001,6,Garage,69,Active,,,,,1599000,2000-12-29,728000.0,http://www.redfin.com/CA/San-Diego/5455-Coach-Ln-92130/home/6458556,San Diego County's Regional Multiple Listing Service (SANDICOR),160017147,Coldwell Banker Res. Brokerage,N,Y,32.9545933,-117.2022208,false
MLS Listing,Single Family Residential,10895 Craven Ridge Way,San Diego,CA,92130,1819000,6,6.0,Carmel Valley,4670,8855,2000,6,Garage,24,Active,,,,,1819000,2003-06-27,1120000.0,http://www.redfin.com/CA/San-Diego/10895-Craven-Ridge-Way-92130/home/4523575,San Diego County's Regional Multiple Listing Service (SANDICOR),160026500,Distinctive Homes,N,Y,32.932336,-117.199478,false
MLS Listing,Single Family Residential,10672 Gracewood Pl,San Diego,CA,92130,1699000,5,4.0,Carmel Valley,3476,,2001,4,Garage,21,Active,,,,,1699000,2001-08-10,698500.0,http://www.redfin.com/CA/San-Diego/10672-Gracewood-Pl-92130/home/6315429,San Diego County's Regional Multiple Listing Service (SANDICOR),160027203,Coldwell Banker Res. Brokerage,N,Y,32.9266689,-117.202373,false
MLS Listing,Single Family Residential,5460 Foxhound Way,San Diego,CA,92130,1625000,6,3.0,Carmel Valley,3755,,2001,4,Garage,3,Active,,,,,1625000,2009-08-18,1225000.0,http://www.redfin.com/CA/San-Diego/5460-Foxhound-Way-92130/home/6315963,San Diego County's Regional Multiple Listing Service (SANDICOR),160030716,"Real Estate eBroker, Inc.",N,Y,32.928166,-117.200271,false
MLS Listing,Single Family Residential,3286 Lower Ridge Rd,San Diego,CA,92130,1299000,4,3.0,Carmel Valley,2538,,1984,3,Garage,23,Active,,,,2016-05-31,1399000,2005-08-05,1250000.0,http://www.redfin.com/CA/San-Diego/3286-Lower-Ridge-Rd-92130/home/4458605,San Diego County's Regional Multiple Listing Service (SANDICOR),160026848,Coastal Premier Properties,N,Y,32.9539384,-117.242827,false
MLS Listing,Single Family Residential,3498 Lady Hill Rd,San Diego,CA,92130,1150000,4,3.0,Carmel Valley,2358,,1984,4,Garage,8,Active,,,,,1150000,2012-09-10,750000.0,http://www.redfin.com/CA/San-Diego/3498-Lady-Hill-Rd-92130/home/4456937,San Diego County's Regional Multiple Listing Service (SANDICOR),160029809,Coastal Premier Properties,N,Y,32.956649,-117.241068,false
MLS Listing,Single Family Residential,4884 Drakewood Ter,San Diego,CA,92130,1595000,5,4.0,Carmel Valley,3502,7449,1994,4,Garage,77,Active,,,,,1595000,2006-05-31,1350000.0,http://www.redfin.com/CA/San-Diego/4884-Drakewood-Ter-92130/home/4473418,San Diego County's Regional Multiple Listing Service (SANDICOR),160015572,Allison James Estates & Homes,N,Y,32.9659229,-117.211299,false
MLS Listing,Single Family Residential,5134 Pearlman Way,San Diego,CA,92130,1465000,7,3.0,Carmel Valley,3440,7797,1998,6,Garage,20,Active,,,,,1465000,2004-10-25,1200000.0,http://www.redfin.com/CA/San-Diego/5134-Pearlman-Way-92130/home/4476507,San Diego County's Regional Multiple Listing Service (SANDICOR),160027498,Frank Carpenter Real Estate,N,Y,32.9539884,-117.2077704,false
MLS Listing,Single Family Residential,13335 Hayford,San Diego,CA,92130,1399999,5,6.0,Carmel Valley,4620,7464,2003,5,Garage,188,Active,,,,2016-04-15,1650000,2006-05-08,1575000.0,http://www.redfin.com/CA/San-Diego/13335-Hayford-Way-92130/home/6483107,San Diego County's Regional Multiple Listing Service (SANDICOR),150063632,Keller Williams SD Cen Coastal,N,Y,32.959832,-117.209816,false
MLS Listing,Single Family Residential,5342 Foxhound Way,San Diego,CA,92130,1999000,7,6.0,Carmel Valley,4500,8973,2006,5,Garage,45,Active,,,,2016-05-17,1999000,2006-08-23,1334000.0,http://www.redfin.com/CA/San-Diego/5342-Foxhound-Way-92130/home/12153388,San Diego County's Regional Multiple Listing Service (SANDICOR),160022182,Pacific Sotheby's Int'l Realty,N,Y,32.928499,-117.204644,false
MLS Listing,Single Family Residential,4981 Pearlman Way,San Diego,CA,92130,1595000,4,4.0,Carmel Valley,3826,7275,1998,6,Garage,59,Active,,,,,1595000,1998-10-15,815000.0,http://www.redfin.com/CA/San-Diego/4981-Pearlman-Way-92130/home/4480301,San Diego County's Regional Multiple Listing Service (SANDICOR),160019118,Berkshire Hathaway HomeService,N,Y,32.9550841,-117.2098991,false
MLS Listing,Single Family Residential,5044 Pearlman,San Diego,CA,92130,1349000,5,4.0,Carmel Valley,3521,8178,1998,6,Garage,20,Active,2016-06-11,13:00,16:00,,1349000,2006-12-22,1040000.0,http://www.redfin.com/CA/San-Diego/5044-Pearlman-Way-92130/home/4476656,San Diego County's Regional Multiple Listing Service (SANDICOR),160027495,Renovation Realty,N,Y,32.954378,-117.208198,false
MLS Listing,Single Family Residential,12648 Caminito Destello,San Diego,CA,92130,980000,4,3.0,Carmel Valley,1912,,1996,2,Garage,24,Active,2016-06-11,13:00,16:00,,980000,2008-04-17,780000.0,http://www.redfin.com/CA/San-Diego/12648-Caminito-Destello-92130/home/4521957,San Diego County's Regional Multiple Listing Service (SANDICOR),160026687,California Investments,N,Y,32.947156,-117.199197,false
MLS Listing,Single Family Residential,4984 Riding Rdg,San Diego,CA,92130,1279000,5,3.0,Carmel Valley,3020,7529,1996,6,Garage,16,Active,2016-06-11,13:00,15:30,,1279000,2005-04-12,1089000.0,http://www.redfin.com/CA/San-Diego/4984-Riding-Ridge-Rd-92130/home/4483018,San Diego County's Regional Multiple Listing Service (SANDICOR),160028261,Century 21 Award,N,Y,32.9479605,-117.2107453,false
MLS Listing,Single Family Residential,5235 Ruette De Mer,San Diego,CA,92130,1099000,5,3.0,Carmel Valley,2432,4835,1998,6,Garage,20,Active,2016-06-12,12:00,15:00,,1099000,2006-03-01,890000.0,http://www.redfin.com/CA/San-Diego/5235-Ruette-De-Mer-92130/home/4524186,San Diego County's Regional Multiple Listing Service (SANDICOR),160027443,"Ascent Real Estate, Inc",N,Y,32.946442,-117.205817,false
New Construction Plan,Single Family Residential,Elms Residence Two,San Diego,CA,92130,1060990,4,3.0,Elms,3030,,,2,Garage,156,Active,,,,2016-04-18,1028339,,,http://www.redfin.com/CA/San-Diego/Elms/Elms-Residence-Two/home/102439817,Builder Digital eXperience (BDX),Plan-1198319,NewHomeSource.com,N,Y,32.966327,-117.181699,false
New Construction Home,Single Family Residential,13455 Plum Tree Way,San Diego,CA,92130,1060990,4,3.0,Elms,3030,,2016,2,Garage,44,Active,,,,,1060990,,,http://www.redfin.com/CA/San-Diego/13455-Plum-Tree-Way-92130/home/105416916,Builder Digital eXperience (BDX),1223026,NewHomeSource.com,N,Y,32.966327,-117.181699,false
New Construction Home,Single Family Residential,13440 Dayflower Way,San Diego,CA,92130,799990,3,2.5,Ivy,1985,,2016,2,Garage,37,Active,,,,,799990,,,http://www.redfin.com/CA/San-Diego/13440-Dayflower-Way-92130/home/105466905,Builder Digital eXperience (BDX),1224710,NewHomeSource.com,N,Y,32.966327,-117.181699,false
MLS Listing,Condo/Coop,13057 CADENCIA Pl,San Diego,CA,92130,639000,3,3.0,Carmel Valley,1478,,2005,2,Garage,35,Active,,,,,639000,,,http://www.redfin.com/CA/San-Diego/13057-Cadencia-Pl-92130/home/7543662,San Diego County's Regional Multiple Listing Service (SANDICOR),160024235,Pasas Properties,N,Y,32.9609803,-117.1841119,false
MLS Listing,Condo/Coop,5567 Corum Ct #12 (Unable to map),San Diego,CA,92130,926990,4,4.0,Carmel Valley,2595,,2016,2,Garage,8,Active,,,,,926990,,,http://www.redfin.com/CA/San-Diego/5567-Corum-Ct-92130/unit-12/home/106036743,San Diego County's Regional Multiple Listing Service (SANDICOR),160029807,"ColRich California Realty, Inc",N,Y,,,false
MLS Listing,Single Family Residential,6604 Granite Crest Ct,San Diego,CA,92130,2135000,5,5.0,Carmel Valley,5288,27873,2016,3,Garage,44,Active,,,,2016-06-05,2185000,,,http://www.redfin.com/CA/San-Diego/6604-Granite-Crst-92130/home/76420307,San Diego County's Regional Multiple Listing Service (SANDICOR),160022368,Berkshire Hathaway HomeService,N,Y,32.933722,-117.183427,false
MLS Listing,Single Family Residential,5820 Brittany Forrest Ln,San Diego,CA,92130,1849000,5,5.0,Carmel Valley,3827,8069,2000,6,Garage,10,Active,,,,,1849000,2011-08-01,1300000.0,http://www.redfin.com/CA/San-Diego/5820-Brittany-Forrest-Ln-92130/home/4526525,San Diego County's Regional Multiple Listing Service (SANDICOR),160029331,Keller Williams Realty,N,Y,32.929493,-117.191729,false
MLS Listing,Single Family Residential,5728 Brittany Forrest Ln,San Diego,CA,92130,1995000,6,6.0,Carmel Valley,4687,7189,2000,6,Garage,16,Active,2016-06-11,13:00,16:00,,1995000,1999-12-13,828000.0,http://www.redfin.com/CA/San-Diego/5728-Brittany-Forrest-Ln-92130/home/6282519,San Diego County's Regional Multiple Listing Service (SANDICOR),160028108,Keller Williams Carmel Valley,N,Y,32.930055,-117.194677,false
MLS Listing,Single Family Residential,10853 Cadence Isle Ct,San Diego,CA,92130,2269950,5,5.0,Carmel Valley,5288,14900,2016,5,Garage,1,Active,,,,,2269950,,,http://www.redfin.com/CA/San-Diego/10853-Cadence-Isle-Ct-92130/home/101676813,San Diego County's Regional Multiple Listing Service (SANDICOR),160031470,Bennion Deville Homes,N,Y,32.933722,-117.183427,false
New Construction Home,Single Family Residential,13552 Morado Trl,San Diego,CA,92130,855000,4,3.0,Canterra,2348,,2016,2,Garage,30,Active,,,,,855000,,,http://www.redfin.com/CA/San-Diego/13552-Morado-Trl-92130/home/105511626,Builder Digital eXperience (BDX),1226674,NewHomeSource.com,N,Y,32.969014,-117.172892,false
New Construction Home,Single Family Residential,13590 Cantare Trl,San Diego,CA,92130,863050,4,3.0,Canterra,2348,,2016,2,Garage,73,Active,,,,,811475,,,http://www.redfin.com/CA/San-Diego/13590-Cantare-Trl-92130/home/104282026,Builder Digital eXperience (BDX),1215046,NewHomeSource.com,N,Y,32.969014,-117.172892,false
New Construction Home,Single Family Residential,13981 Centella Way,San Diego,CA,92130,954125,4,3.0,Casabella,2263,,2016,3,Garage,27,Active,,,,,954125,,,http://www.redfin.com/CA/San-Diego/13981-Centella-Way-92130/home/105523221,Builder Digital eXperience (BDX),1227906,NewHomeSource.com,N,Y,32.965194,-117.176861,false
New Construction Home,Single Family Residential,13540 Peach Tree Way,San Diego,CA,92130,995990,4,3.0,Elms,2768,,2016,2,Garage,12,Active,,,,,995990,,,http://www.redfin.com/CA/San-Diego/13540-Peach-Tree-Way-92130/home/105756563,Builder Digital eXperience (BDX),1232572,NewHomeSource.com,N,Y,32.966327,-117.181699,false
New Construction Plan,Single Family Residential,Residence One,San Diego,CA,92130,799990,3,2.5,Ivy,1985,,,2,Garage,156,Active,,,,2016-05-17,764990,,,http://www.redfin.com/CA/San-Diego/Ivy/Residence-One/home/105634992,Builder Digital eXperience (BDX),Plan-1208181,NewHomeSource.com,N,Y,32.966327,-117.181699,false
MLS Listing,Single Family Residential,5511 Meadows Del Mar,San Diego,CA,92130,3195000,7,8.0,Carmel Valley,6253,16599,2004,5,Garage,8,Active,,,,,3195000,2013-09-26,2585000.0,http://www.redfin.com/CA/San-Diego/5511-Meadows-Del-Mar-92130/home/6397351,San Diego County's Regional Multiple Listing Service (SANDICOR),160029770,Pacific Sotheby's Int'l Realty,N,Y,32.940899,-117.192163,false
MLS Listing,Single Family Residential,6930 The Preserve Way,San Diego,CA,92130,3365000,5,7.0,Carmel Valley,6456,21780,2006,6,Garage,27,Active,,,,,3365000,2012-10-01,2325000.0,http://www.redfin.com/CA/San-Diego/6930-The-Preserve-Way-92130/home/12152694,San Diego County's Regional Multiple Listing Service (SANDICOR),160026131,"Capital Growth Properties, Inc",N,Y,32.942712,-117.172185,false
MLS Listing,Timeshare,5326 Grand Del Mar Place Pl,San Diego,CA,92130,450000,0,4.0,Carmel Valley,5035,,2008,4,,42,Active,,,,,450000,2007-12-20,440000.0,http://www.redfin.com/CA/San-Diego/5326-Grand-Del-Mar-Ct-92130/unit-0VU8-1/home/39757449,San Diego County's Regional Multiple Listing Service (SANDICOR),160022921,Willis Allen Real Estate,N,Y,32.9387231,-117.1978576,false
MLS Listing,Timeshare,5220 Grand Del Mar Place Pl,San Diego,CA,92130,1100000,0,4.0,Carmel Valley,5035,,2008,4,,305,Active,,,,,1100000,2015-09-04,425000.0,http://www.redfin.com/CA/San-Diego/5220-Grand-Del-Mar-Way-92130/home/58186668,San Diego County's Regional Multiple Listing Service (SANDICOR),150043912,Willis Allen Real Estate,N,Y,32.938266,-117.195596,false
MLS Listing,Timeshare,5324 Grand Del Mar Pl,San Diego,CA,92130,375000,0,4.0,Carmel Valley,4543,,2008,4,,60,Active,,,,,375000,2016-04-04,425000.0,http://www.redfin.com/CA/San-Diego/5324-Grand-Del-Mar-Ct-92130/unit-8-2-2/home/39742206,San Diego County's Regional Multiple Listing Service (SANDICOR),160019049,Willis Allen Real Estate,N,Y,32.9387231,-117.1978576,false
MLS Listing,Single Family Residential,5613 Meadows Del Mar,San Diego,CA,92130,3199888,7,6.0,Carmel Valley,6564,14408,2002,7,Garage,4,Active,,,,,3199888,2002-08-07,2385000.0,http://www.redfin.com/CA/San-Diego/5613-Meadows-Del-Mar-92130/home/4526447,San Diego County's Regional Multiple Listing Service (SANDICOR),160030632,Keller Williams Carmel Valley,N,Y,32.937405,-117.1876,false
MLS Listing,Single Family Residential,10910 Equestrian Rdg,San Diego,CA,92130,2499999,4,5.0,Carmel Valley,4458,23522,2015,7,Garage,101,Active,,,,,2499999,,,http://www.redfin.com/CA/San-Diego/10910-Equestrian-Ridge-Ct-92130/home/103984370,San Diego County's Regional Multiple Listing Service (SANDICOR),160010772,Keller Williams Carmel Valley,N,Y,32.9373388,-117.1855411,false
MLS Listing,Single Family Residential,6710 Azul Luna Way Lot 4 (Unable to map),San Diego,CA,92130,988000,4,3.0,Carmel Valley,2645,5097,2016,3,Garage,35,Active,,,,2016-05-27,1007000,,,http://www.redfin.com/CA/San-Diego/6710-Azul-Luna-Way-92130/unit-4/home/105510921,San Diego County's Regional Multiple Listing Service (SANDICOR),160024502,Pacific Sotheby's Int'l Realty,N,Y,,,false
MLS Listing,Timeshare,5324 Grand Del Mar Pl,San Diego,CA,92130,400000,0,4.0,Carmel Valley,4543,,2008,4,,733,Active,,,,,400000,,,http://www.redfin.com/CA/San-Diego/5324-Grand-Del-Mar-Ct-92130/home/28815399,San Diego County's Regional Multiple Listing Service (SANDICOR),140030712,Willis Allen Real Estate,N,Y,32.9387228,-117.1978577,false
New Construction Plan,Single Family Residential,Elms Residence Three,San Diego,CA,92130,1065990,5,4.0,Elms,3178,,,2,Garage,156,Active,,,,2016-04-26,1069634,,,http://www.redfin.com/CA/San-Diego/Elms/Elms-Residence-Three/home/102439815,Builder Digital eXperience (BDX),Plan-1198320,NewHomeSource.com,N,Y,32.966327,-117.181699,false
MLS Listing,Single Family Residential,13973 Centella Way (Unable to map),San Diego,CA,92130,1003025,4,3.0,Carmel Valley,2656,,2016,3,Garage,29,Active,2016-06-11,10:00,17:00,2016-06-02,1013025,,,http://www.redfin.com/CA/San-Diego/13973-Centella-Way-92130/home/105517198,San Diego County's Regional Multiple Listing Service (SANDICOR),160025496,Pacific Sotheby's Int'l Realty,N,Y,,,false
MLS Listing,Single Family Residential,6910 THE PRESERVE Way,SAN DIEGO,CA,92130,3995000,7,8.0,Carmel Valley,7971,35719,2006,7,Garage,49,Active,2016-06-12,13:00,16:00,,3995000,,,http://www.redfin.com/CA/San-Diego/6910-The-Preserve-Way-92130/home/12152695,San Diego County's Regional Multiple Listing Service (SANDICOR),160021395,Pacific Sotheby's Int'l Realty,N,Y,32.9423069,-117.1723029,false
New Construction Home,Single Family Residential,7033 Selena Way,San Diego,CA,92130,868000,4,3.0,Casabella,2263,,2016,3,Garage,1,Active,,,,,868000,,,http://www.redfin.com/CA/San-Diego/7033-Selena-Way-92130/home/106196712/bdx-1235261,Builder Digital eXperience (BDX),1235261,NewHomeSource.com,N,Y,32.965194,-117.176861,false

